연번,성별,적발횟수,나이,알콜농도,측정일시,관할경찰서
11110,남자,1,25,0.225,2020-02-09 16:35,의정부경찰서
11111,남자,1,64,0.105,2020-02-09 16:36,대전서부경찰서
11112,남자,1,54,0.23,2020-02-09 16:38,서울강북경찰서
11113,남자,1,25,0.105,2020-02-09 16:49,부천원미경찰서
11114,남자,1,51,0.131,2020-02-09 17:04,남양주경찰서
11115,남자,1,30,0.097,2020-02-09 17:07,의정부경찰서
11116,남자,1,29,0.08,2020-02-09 17:27,여수경찰서
11117,남자,1,83,0.205,2020-02-09 17:53,안산단원경찰서
11118,남자,1,67,0.091,2020-02-09 18:02,성남중원경찰서
11119,남자,1,56,0.048,2020-02-09 18:04,울산중부경찰서
11120,남자,2,39,0.052,2020-02-09 18:05,양산경찰서
11121,남자,1,58,0.046,2020-02-09 18:20,파주경찰서
11122,여자,1,51,0.097,2020-02-09 18:39,양산경찰서
11123,남자,1,41,0.073,2020-02-09 18:44,춘천경찰서
11124,남자,1,44,0.235,2020-02-09 18:47,청주청원경찰서
11125,남자,1,64,0.082,2020-02-09 18:48,광주경찰서
11126,남자,1,55,0.105,2020-02-09 18:53,제천경찰서
11127,남자,1,61,0.08,2020-02-09 19:01,안산상록경찰서
11128,남자,1,64,0.038,2020-02-09 19:10,청주흥덕경찰서
11129,남자,1,38,0.15,2020-02-09 19:19,무안경찰서
11130,남자,1,29,0.087,2020-02-09 19:29,인천서부경찰서
11131,남자,1,46,0.085,2020-02-09 19:32,아산경찰서
11132,남자,1,53,0.091,2020-02-09 19:39,부천오정경찰서
11133,남자,1,62,0.104,2020-02-09 19:45,남양주경찰서
11134,남자,1,49,측정거부,2020-02-09 19:45,서산경찰서
11135,남자,1,67,0.076,2020-02-09 19:48,광주경찰서
11136,남자,1,58,0.08,2020-02-09 20:00,전주덕진경찰서
11137,남자,1,55,0.236,2020-02-09 20:01,인천논현경찰서
11138,남자,1,33,0.168,2020-02-09 20:06,시흥경찰서
11139,남자,1,33,0.082,2020-02-09 20:08,천안동남경찰서
11140,남자,1,51,0.099,2020-02-09 20:11,충주경찰서
11141,남자,1,53,0.217,2020-02-09 20:12,대구서부경찰서
11142,남자,1,45,0.095,2020-02-09 20:14,양주경찰서
11143,남자,1,52,0.216,2020-02-09 20:21,파주경찰서
11144,남자,2,50,0.093,2020-02-09 20:25,청양경찰서
11145,남자,1,59,0.091,2020-02-09 20:49,홍성경찰서
11146,남자,1,69,0.098,2020-02-09 21:15,연천경찰서
11147,남자,1,60,0.118,2020-02-09 21:20,단양경찰서
11148,남자,1,34,0.141,2020-02-09 21:23,전주완산경찰서
11149,남자,1,44,0.189,2020-02-09 21:24,당진경찰서
11150,여자,1,54,0.137,2020-02-09 21:27,춘천경찰서
11151,남자,1,67,0.06,2020-02-09 21:27,서산경찰서
11152,남자,1,58,0.116,2020-02-09 21:31,서울노원경찰서
11153,남자,1,64,0.179,2020-02-09 21:31,용인동부경찰서
11154,남자,1,71,0.083,2020-02-09 21:33,서울양천경찰서
11155,남자,1,40,0.154,2020-02-09 21:34,서울중랑경찰서
11156,남자,1,71,0.175,2020-02-09 21:40,진안경찰서
11157,남자,1,44,0.134,2020-02-09 21:43,진해경찰서
11158,남자,1,36,0.118,2020-02-09 21:44,인천삼산경찰서
11159,남자,1,39,0.213,2020-02-09 21:45,포항남부경찰서
11160,남자,1,49,0.05,2020-02-09 21:46,평택경찰서
11161,남자,1,50,0.095,2020-02-09 21:50,울산동부경찰서
11162,남자,1,57,0.118,2020-02-09 22:01,대구강북경찰서
11163,남자,1,58,0.135,2020-02-09 22:03,서울강서경찰서
11164,남자,1,51,0.095,2020-02-09 22:17,천안동남경찰서
11165,남자,1,62,0.065,2020-02-09 22:24,진천경찰서
11166,남자,1,60,0.082,2020-02-09 22:25,평택경찰서
11167,남자,2,62,0.137,2020-02-09 22:38,의정부경찰서
11168,남자,1,49,0.13,2020-02-09 22:43,창녕경찰서
11169,남자,1,58,측정거부,2020-02-09 22:47,음성경찰서
11170,여자,1,65,0.037,2020-02-09 22:52,군산경찰서
11171,남자,1,62,0.097,2020-02-09 22:54,제주서부경찰서
11172,남자,1,27,0.18,2020-02-09 23:03,광주북부경찰서
11173,남자,1,31,0.131,2020-02-09 23:04,김해서부경찰서
11174,남자,1,41,0.171,2020-02-09 23:04,평택경찰서
11175,남자,1,32,0.093,2020-02-09 23:09,서울영등포경찰서
11176,남자,1,36,측정거부,2020-02-09 23:15,안산상록경찰서
11177,남자,1,41,0.17,2020-02-09 23:19,평택경찰서
11178,남자,1,60,0.093,2020-02-09 23:28,부산북부경찰서
11179,남자,1,80,측정거부,2020-02-09 23:32,김제경찰서
11180,남자,1,34,0.162,2020-02-09 23:39,인천삼산경찰서
11181,남자,1,48,0.087,2020-02-09 23:39,음성경찰서
11182,남자,1,48,0.038,2020-02-09 23:39,김해서부경찰서
11183,남자,1,28,0.075,2020-02-09 23:45,천안서북경찰서
11184,남자,1,57,0.144,2020-02-09 23:50,서울구로경찰서
11185,여자,1,46,0.126,2020-02-09 23:52,대구서부경찰서
11186,남자,1,55,0.183,2020-02-09 23:53,양구경찰서
11187,남자,1,45,0.072,2020-02-09 23:53,의정부경찰서
11188,남자,1,65,0.091,2020-02-09 23:54,대구북부경찰서
11189,남자,1,60,0.087,2020-02-10 0:11,대전둔산경찰서
11190,남자,1,34,0.055,2020-02-10 0:11,서울구로경찰서
11191,남자,1,44,0.136,2020-02-10 0:14,성남중원경찰서
11192,남자,1,47,0.067,2020-02-10 0:16,부천원미경찰서
11193,남자,1,34,0.128,2020-02-10 0:17,대전둔산경찰서
11194,남자,1,35,0.145,2020-02-10 0:28,울산중부경찰서
11195,남자,1,24,0.186,2020-02-10 0:29,부산연제경찰서
11196,남자,1,39,0.112,2020-02-10 0:32,서울동대문경찰서
11197,남자,1,36,0.143,2020-02-10 0:44,전주완산경찰서
11198,여자,1,27,0.142,2020-02-10 0:47,청주흥덕경찰서
11199,여자,1,49,0.12,2020-02-10 0:53,부산북부경찰서
11200,남자,1,28,0.05,2020-02-10 0:57,인천남동경찰서
11201,남자,1,24,0.087,2020-02-10 1:00,안산단원경찰서
11202,남자,1,18,0.062,2020-02-10 1:01,대구달성경찰서
11203,남자,1,26,0.109,2020-02-10 1:03,당진경찰서
11204,남자,1,46,0.216,2020-02-10 1:04,서울마포경찰서
11205,남자,1,59,측정거부,2020-02-10 1:05,익산경찰서
11206,남자,1,36,0.142,2020-02-10 1:14,용인서부경찰서
11207,남자,1,43,0.182,2020-02-10 1:17,이천경찰서
11208,남자,1,21,0.114,2020-02-10 1:19,양산경찰서
11209,남자,1,22,0.098,2020-02-10 1:21,서귀포경찰서
11210,남자,1,34,0.135,2020-02-10 1:24,군산경찰서
11211,남자,1,50,0.181,2020-02-10 1:28,속초경찰서
11212,남자,1,29,0.163,2020-02-10 1:32,부산해운대경찰서
11213,남자,1,23,0.072,2020-02-10 1:40,서울관악경찰서
11214,남자,1,49,0.241,2020-02-10 1:40,서울강북경찰서
11215,남자,1,43,0.07,2020-02-10 1:45,서울종암경찰서
11216,남자,1,36,0.153,2020-02-10 1:48,대전둔산경찰서
11217,남자,1,23,0.047,2020-02-10 2:00,부산남부경찰서
11218,남자,1,49,0.104,2020-02-10 2:12,서산경찰서
11219,남자,1,31,0.073,2020-02-10 2:19,천안동남경찰서
11220,남자,1,49,0.084,2020-02-10 2:27,부천원미경찰서
11221,남자,1,20,0.047,2020-02-10 2:29,인천삼산경찰서
11222,남자,1,32,0.145,2020-02-10 2:30,익산경찰서
11223,여자,1,51,0.118,2020-02-10 2:32,용인동부경찰서
11224,남자,1,33,0.153,2020-02-10 2:35,논산경찰서
11225,남자,1,45,0.127,2020-02-10 2:37,양산경찰서
11226,남자,1,31,0.097,2020-02-10 2:39,서울광진경찰서
11227,남자,1,26,0.108,2020-02-10 2:56,양산경찰서
11228,남자,1,22,0.176,2020-02-10 3:05,분당경찰서
11229,남자,1,25,0.05,2020-02-10 3:10,대구동부경찰서
11230,남자,1,36,0.17,2020-02-10 3:12,부산연제경찰서
11231,남자,1,42,0.099,2020-02-10 3:13,고양경찰서
11232,남자,1,30,0.137,2020-02-10 3:14,서울금천경찰서
11233,남자,1,22,0.11,2020-02-10 3:15,광명경찰서
11234,남자,1,42,0.089,2020-02-10 3:26,의정부경찰서
11235,남자,1,28,0.11,2020-02-10 3:44,인천미추홀경찰서
11236,남자,1,42,0.097,2020-02-10 3:59,홍성경찰서
11237,남자,1,23,0.09,2020-02-10 4:01,광주북부경찰서
11238,남자,1,29,0.066,2020-02-10 4:14,대전서부경찰서
11239,남자,1,39,0.074,2020-02-10 4:30,김해중부경찰서
11240,남자,1,21,0.095,2020-02-10 5:06,서울동대문경찰서
11241,남자,1,28,0.146,2020-02-10 5:21,서울관악경찰서
11242,남자,1,40,0.059,2020-02-10 5:40,청주흥덕경찰서
11243,남자,1,23,0.043,2020-02-10 5:45,양주경찰서
11244,남자,1,20,0.096,2020-02-10 6:15,창원중부경찰서
11245,남자,1,42,0.047,2020-02-10 7:00,서울종암경찰서
11246,남자,1,52,0.244,2020-02-10 7:08,서울서대문경찰서
11247,남자,1,58,0.046,2020-02-10 7:37,창원서부경찰서
11248,남자,1,18,0.041,2020-02-10 7:42,부산강서경찰서
11249,남자,1,32,0.186,2020-02-10 7:45,인천계양경찰서
11250,남자,1,56,0.167,2020-02-10 7:57,이천경찰서
11251,남자,1,59,0.122,2020-02-10 8:18,동두천경찰서
11252,남자,1,55,0.11,2020-02-10 8:19,홍천경찰서
11253,남자,1,22,0.057,2020-02-10 8:57,포천경찰서
11254,남자,1,24,0.095,2020-02-10 8:59,안성경찰서
11255,여자,1,36,0.158,2020-02-10 9:11,여수경찰서
11256,남자,1,25,0.143,2020-02-10 9:25,서울강서경찰서
11257,남자,1,64,0.047,2020-02-10 9:55,나주경찰서
11258,남자,1,34,0.146,2020-02-10 10:27,서울금천경찰서
11259,남자,1,49,0.056,2020-02-10 10:37,서울동대문경찰서
11260,남자,1,58,0.109,2020-02-10 10:40,남양주경찰서
11261,남자,1,30,0.065,2020-02-10 11:10,성남중원경찰서
11262,남자,1,26,0.161,2020-02-10 11:12,인천서부경찰서
11263,남자,1,28,0.233,2020-02-10 11:22,광주서부경찰서
11264,남자,1,75,0.133,2020-02-10 14:18,남해경찰서
11265,남자,1,75,0.053,2020-02-10 14:21,거창경찰서
11266,남자,1,62,0.053,2020-02-10 14:25,서울노원경찰서
11267,여자,1,45,측정거부,2020-02-10 16:35,대전대덕경찰서
11268,남자,1,58,0.099,2020-02-10 16:45,공주경찰서
11269,남자,1,66,0.074,2020-02-10 16:53,안동경찰서
11270,남자,1,60,0.075,2020-02-10 17:30,서울양천경찰서
11271,남자,1,82,측정거부,2020-02-10 17:53,영월경찰서
11272,여자,1,28,0.138,2020-02-10 18:04,통영경찰서
11273,남자,1,83,측정거부,2020-02-10 18:05,논산경찰서
11274,남자,1,68,0.1,2020-02-10 18:45,포항북부경찰서
11275,남자,1,52,0.09,2020-02-10 18:52,성남중원경찰서
11276,남자,1,75,0.138,2020-02-10 19:01,화성서부경찰서
11277,남자,1,59,0.107,2020-02-10 19:09,세종경찰서
11278,여자,1,48,0.105,2020-02-10 19:20,영주경찰서
11279,남자,1,48,0.164,2020-02-10 19:38,광주북부경찰서
11280,남자,1,51,0.234,2020-02-10 19:40,안산상록경찰서
11281,남자,1,76,0.087,2020-02-10 19:43,서울중랑경찰서
11282,여자,1,56,0.2,2020-02-10 19:43,익산경찰서
11283,여자,1,70,0.11,2020-02-10 20:13,오산경찰서
11284,남자,1,64,0.036,2020-02-10 20:17,분당경찰서
11285,남자,1,59,0.14,2020-02-10 20:18,부산동래경찰서
11286,남자,1,66,0.049,2020-02-10 20:45,대구달서경찰서
11287,남자,1,44,0.156,2020-02-10 21:08,서산경찰서
11288,남자,1,58,0.054,2020-02-10 21:08,수원서부경찰서
11289,남자,1,63,0.071,2020-02-10 21:08,청주흥덕경찰서
11290,남자,1,64,0.09,2020-02-10 21:18,공주경찰서
11291,남자,1,65,0.095,2020-02-10 21:40,성남수정경찰서
11292,남자,1,39,0.112,2020-02-10 21:41,울산중부경찰서
11293,남자,1,53,0.06,2020-02-10 21:46,부산금정경찰서
11294,남자,1,50,0.094,2020-02-10 21:53,수원중부경찰서
11295,남자,1,35,0.053,2020-02-10 22:05,서울용산경찰서
11296,남자,1,45,0.169,2020-02-10 22:10,제주서부경찰서
11297,여자,1,56,0.185,2020-02-10 22:10,아산경찰서
11298,남자,1,57,0.065,2020-02-10 22:12,김해서부경찰서
11299,남자,1,64,0.09,2020-02-10 22:12,나주경찰서
11300,남자,1,40,0.094,2020-02-10 22:15,목포경찰서
11301,남자,1,61,0.19,2020-02-10 22:19,나주경찰서
11302,남자,1,43,0.152,2020-02-10 22:20,서울영등포경찰서
11303,남자,1,33,0.074,2020-02-10 22:24,수원중부경찰서
11304,남자,1,32,0.104,2020-02-10 22:27,동두천경찰서
11305,남자,1,34,0.121,2020-02-10 22:30,서울동대문경찰서
11306,남자,1,63,0.085,2020-02-10 22:35,서울강동경찰서
11307,남자,1,30,측정거부,2020-02-10 22:36,서울수서경찰서
11308,남자,1,49,0.12,2020-02-10 22:36,전주덕진경찰서
11309,남자,1,41,0.068,2020-02-10 22:38,안양동안경찰서
11310,남자,1,49,0.077,2020-02-10 22:40,인천연수경찰서
11311,남자,1,34,0.135,2020-02-10 22:42,안동경찰서
11312,남자,1,46,0.103,2020-02-10 22:42,일산동부경찰서
11313,남자,1,50,0.062,2020-02-10 22:49,통영경찰서
11314,여자,1,53,0.098,2020-02-10 22:50,전주완산경찰서
11315,남자,1,39,0.141,2020-02-10 22:52,대전대덕경찰서
11316,남자,1,51,0.194,2020-02-10 23:00,울산남부경찰서
11317,여자,1,34,0.165,2020-02-10 23:07,파주경찰서
11318,남자,1,27,0.071,2020-02-10 23:10,군포경찰서
11319,남자,1,46,0.075,2020-02-10 23:10,안성경찰서
11320,여자,1,38,0.152,2020-02-10 23:12,의정부경찰서
11321,남자,1,29,0.146,2020-02-10 23:12,대구성서경찰서
11322,남자,1,41,0.117,2020-02-10 23:22,오산경찰서
11323,여자,1,42,0.175,2020-02-10 23:26,인천미추홀경찰서
11324,남자,1,65,0.089,2020-02-10 23:30,인천강화경찰서
11325,여자,1,49,0.069,2020-02-10 23:34,경주경찰서
11326,남자,1,45,0.082,2020-02-10 23:35,대구성서경찰서
11327,남자,1,34,0.178,2020-02-10 23:36,안산단원경찰서
11328,남자,1,26,0.103,2020-02-10 23:38,안양동안경찰서
11329,여자,1,45,0.096,2020-02-10 23:38,구미경찰서
11330,남자,1,44,0.17,2020-02-10 23:41,거제경찰서
11331,여자,1,41,0.096,2020-02-10 23:43,인천계양경찰서
11332,남자,1,39,0.124,2020-02-10 23:46,고양경찰서
11333,남자,1,53,0.113,2020-02-10 23:50,성남중원경찰서
11334,남자,1,58,0.103,2020-02-10 23:51,구미경찰서
11335,남자,1,36,0.076,2020-02-10 23:52,세종경찰서
11336,남자,1,48,0.146,2020-02-10 23:56,서울영등포경찰서
11337,여자,1,43,0.117,2020-02-10 23:59,춘천경찰서
11338,여자,1,44,0.101,2020-02-11 0:03,성남중원경찰서
11339,남자,1,27,0.143,2020-02-11 0:06,수원서부경찰서
11340,남자,1,27,0.085,2020-02-11 0:10,광양경찰서
11341,남자,1,40,0.174,2020-02-11 0:11,대구성서경찰서
11342,남자,1,46,0.072,2020-02-11 0:11,대전서부경찰서
11343,남자,1,58,측정거부,2020-02-11 0:13,인천계양경찰서
11344,남자,1,37,0.152,2020-02-11 0:14,인천연수경찰서
11345,남자,1,40,0.148,2020-02-11 0:18,의왕경찰서
11346,남자,1,23,0.112,2020-02-11 0:19,부산강서경찰서
11347,여자,1,41,0.194,2020-02-11 0:21,부산남부경찰서
11348,남자,1,41,0.165,2020-02-11 0:24,춘천경찰서
11349,여자,1,32,0.263,2020-02-11 0:24,서울강남경찰서
11350,여자,1,35,0.099,2020-02-11 0:24,춘천경찰서
11351,남자,1,46,0.102,2020-02-11 0:26,대구강북경찰서
11352,남자,1,30,0.074,2020-02-11 0:29,진천경찰서
11353,남자,1,36,0.042,2020-02-11 0:38,여주경찰서
11354,남자,1,39,0.155,2020-02-11 0:39,안양동안경찰서
11355,여자,1,23,0.095,2020-02-11 0:39,부천원미경찰서
11356,남자,1,49,0.168,2020-02-11 0:40,울산남부경찰서
11357,남자,1,41,0.161,2020-02-11 0:43,제주동부경찰서
11358,남자,1,49,0.136,2020-02-11 0:45,순천경찰서
11359,남자,1,49,0.095,2020-02-11 0:49,김해서부경찰서
11360,남자,1,51,0.169,2020-02-11 0:51,서울서초경찰서
11361,남자,1,42,0.183,2020-02-11 0:57,영천경찰서
11362,남자,1,19,0.06,2020-02-11 1:00,인천미추홀경찰서
11363,남자,1,34,0.168,2020-02-11 1:01,대전유성경찰서
11364,남자,1,30,0.069,2020-02-11 1:01,원주경찰서
11365,남자,1,26,0.115,2020-02-11 1:05,강릉경찰서
11366,남자,1,23,0.364,2020-02-11 1:07,김포경찰서
11367,남자,1,44,0.091,2020-02-11 1:07,김해서부경찰서
11368,남자,1,28,0.133,2020-02-11 1:13,대구남부경찰서
11369,남자,1,29,0.11,2020-02-11 1:16,구미경찰서
11370,남자,1,33,0.048,2020-02-11 1:16,안산단원경찰서
11371,남자,1,36,0.136,2020-02-11 1:21,수원서부경찰서
11372,남자,1,35,0.088,2020-02-11 1:24,울산남부경찰서
11373,남자,1,32,0.115,2020-02-11 1:24,광주동부경찰서
11374,남자,1,54,0.169,2020-02-11 1:30,대전서부경찰서
11375,남자,1,63,0.114,2020-02-11 1:30,칠곡경찰서
11376,남자,1,29,0.176,2020-02-11 1:31,대전동부경찰서
11377,남자,1,32,0.06,2020-02-11 1:31,김제경찰서
11378,남자,1,28,0.062,2020-02-11 1:31,여주경찰서
11379,남자,1,39,0.195,2020-02-11 1:35,대구동부경찰서
11380,남자,1,31,0.078,2020-02-11 1:40,구미경찰서
11381,남자,1,32,0.079,2020-02-11 1:45,청주흥덕경찰서
11382,남자,1,35,0.052,2020-02-11 1:46,목포경찰서
11383,남자,1,39,0.087,2020-02-11 1:48,대전서부경찰서
11384,여자,1,40,0.085,2020-02-11 1:48,전주덕진경찰서
11385,남자,1,62,0.116,2020-02-11 1:53,홍성경찰서
11386,남자,1,57,0.111,2020-02-11 1:54,대구동부경찰서
11387,남자,1,46,측정거부,2020-02-11 2:00,영암경찰서
11388,남자,1,31,0.117,2020-02-11 2:01,대구수성경찰서
11389,여자,1,50,0.032,2020-02-11 2:05,파주경찰서
11390,남자,1,65,0.071,2020-02-11 2:08,대구달서경찰서
11391,여자,1,42,측정거부,2020-02-11 2:15,하남경찰서
11392,남자,1,36,0.132,2020-02-11 2:17,제천경찰서
11393,남자,1,49,0.062,2020-02-11 2:20,인천중부경찰서
11394,남자,1,61,0.117,2020-02-11 2:21,천안서북경찰서
11395,남자,1,46,0.127,2020-02-11 2:22,울산남부경찰서
11396,남자,1,37,0.099,2020-02-11 2:23,서울관악경찰서
11397,남자,1,34,0.103,2020-02-11 2:25,서울송파경찰서
11398,남자,1,34,0.152,2020-02-11 2:27,구미경찰서
11399,남자,1,40,0.11,2020-02-11 2:28,일산동부경찰서
11400,남자,1,41,측정거부,2020-02-11 2:35,성남수정경찰서
11401,남자,1,45,0.125,2020-02-11 2:36,영암경찰서
11402,남자,1,37,0.116,2020-02-11 2:38,창원서부경찰서
11403,여자,1,49,0.078,2020-02-11 2:39,강릉경찰서
11404,남자,1,22,0.136,2020-02-11 2:51,제주동부경찰서
11405,여자,1,28,0.111,2020-02-11 2:54,담양경찰서
11406,남자,1,26,0.091,2020-02-11 3:00,구미경찰서
11407,남자,1,24,0.128,2020-02-11 3:03,진주경찰서
11408,남자,1,40,0.119,2020-02-11 3:06,진주경찰서
11409,남자,1,25,0.125,2020-02-11 3:10,포항북부경찰서
11410,남자,1,32,0.156,2020-02-11 3:16,서울성동경찰서
11411,여자,1,40,0.163,2020-02-11 3:21,서울강남경찰서
11412,여자,1,23,0.049,2020-02-11 3:24,대전대덕경찰서
11413,여자,1,30,0.111,2020-02-11 3:25,평택경찰서
11414,남자,1,26,0.133,2020-02-11 3:28,청주청원경찰서
11415,남자,1,27,0.104,2020-02-11 3:28,인천연수경찰서
11416,남자,1,32,0.172,2020-02-11 3:34,일산서부경찰서
11417,남자,1,36,0.037,2020-02-11 3:40,울산울주경찰서
11418,남자,1,46,0.16,2020-02-11 3:42,양구경찰서
11419,남자,1,50,0.229,2020-02-11 3:42,안산단원경찰서
11420,남자,1,42,0.154,2020-02-11 3:42,천안동남경찰서
11421,남자,1,28,0.077,2020-02-11 3:47,서울영등포경찰서
11422,여자,1,28,0.106,2020-02-11 3:48,사천경찰서
11423,남자,1,42,0.103,2020-02-11 3:51,파주경찰서
11424,남자,1,51,0.107,2020-02-11 3:52,마산동부경찰서
11425,남자,1,32,0.109,2020-02-11 3:57,수원남부경찰서
11426,남자,1,36,0.078,2020-02-11 4:07,서울강남경찰서
11427,남자,1,19,0.069,2020-02-11 4:08,하남경찰서
11428,남자,1,36,0.082,2020-02-11 4:08,천안동남경찰서
11429,남자,1,49,0.102,2020-02-11 4:12,완주경찰서
11430,남자,1,59,0.105,2020-02-11 4:24,안양동안경찰서
11431,남자,1,38,0.092,2020-02-11 4:32,울산중부경찰서
11432,여자,1,23,측정거부,2020-02-11 4:38,제주서부경찰서
11433,남자,1,37,0.077,2020-02-11 4:39,평택경찰서
11434,남자,1,38,0.032,2020-02-11 4:40,구미경찰서
11435,남자,1,37,0.105,2020-02-11 4:41,인천중부경찰서
11436,남자,1,24,0.054,2020-02-11 4:42,서울금천경찰서
11437,남자,1,42,0.041,2020-02-11 4:45,서울동작경찰서
11438,남자,1,52,0.1,2020-02-11 4:46,당진경찰서
11439,남자,1,25,0.035,2020-02-11 4:50,김해중부경찰서
11440,남자,1,31,0.08,2020-02-11 4:56,용인동부경찰서
11441,남자,1,37,0.084,2020-02-11 4:58,부천원미경찰서
11442,여자,1,19,0.112,2020-02-11 4:59,충주경찰서
11443,남자,1,25,0.105,2020-02-11 5:01,평창경찰서
11444,남자,1,18,0.064,2020-02-11 5:11,부천원미경찰서
11445,남자,1,22,0.134,2020-02-11 5:14,마산중부경찰서
11446,남자,1,20,0.129,2020-02-11 5:30,의왕경찰서
11447,남자,1,25,0.085,2020-02-11 5:35,남양주경찰서
11448,남자,1,48,0.079,2020-02-11 5:38,고양경찰서
11449,여자,1,38,측정거부,2020-02-11 5:40,제주동부경찰서
11450,남자,1,18,0.069,2020-02-11 5:56,원주경찰서
11451,남자,1,43,0.131,2020-02-11 5:58,인천남동경찰서
11452,남자,1,30,0.076,2020-02-11 5:58,창원중부경찰서
11453,남자,1,23,0.22,2020-02-11 6:00,용인서부경찰서
11454,남자,1,40,0.149,2020-02-11 6:07,김포경찰서
11455,남자,1,45,0.184,2020-02-11 6:16,서울중랑경찰서
11456,남자,1,33,0.171,2020-02-11 6:18,부산사상경찰서
11457,남자,1,45,0.045,2020-02-11 6:40,경주경찰서
11458,남자,1,26,0.07,2020-02-11 6:56,서울강서경찰서
11459,남자,1,45,0.07,2020-02-11 7:16,오산경찰서
11460,남자,1,27,0.113,2020-02-11 7:19,부산남부경찰서
11461,남자,1,23,0.114,2020-02-11 7:20,오산경찰서
11462,남자,1,28,0.095,2020-02-11 7:20,서울강남경찰서
11463,여자,1,46,0.074,2020-02-11 7:22,광명경찰서
11464,남자,1,26,0.134,2020-02-11 7:27,군포경찰서
11465,남자,1,24,0.082,2020-02-11 7:27,안산단원경찰서
11466,남자,1,39,0.07,2020-02-11 8:16,안양만안경찰서
11467,남자,1,44,0.19,2020-02-11 8:30,고양경찰서
11468,남자,1,63,0.062,2020-02-11 8:42,예천경찰서
11469,남자,1,55,0.034,2020-02-11 8:46,부산사상경찰서
11470,남자,1,41,0.151,2020-02-11 8:48,일산서부경찰서
11471,여자,1,26,0.081,2020-02-11 8:57,서울강북경찰서
11472,남자,1,29,0.073,2020-02-11 9:15,이천경찰서
11473,남자,1,52,0.044,2020-02-11 9:38,통영경찰서
11474,남자,1,22,0.055,2020-02-11 9:45,공주경찰서
11475,남자,1,22,0.051,2020-02-11 9:50,대구수성경찰서
11476,남자,1,21,0.092,2020-02-11 9:51,서울마포경찰서
11477,남자,1,40,0.186,2020-02-11 10:05,제주동부경찰서
11478,남자,1,45,0.138,2020-02-11 10:08,파주경찰서
11479,남자,1,47,0.167,2020-02-11 10:37,마산중부경찰서
11480,여자,1,44,0.205,2020-02-11 10:48,충주경찰서
11481,남자,1,29,0.091,2020-02-11 11:00,김천경찰서
11482,남자,1,38,0.061,2020-02-11 11:05,서울강동경찰서
11483,남자,1,51,0.088,2020-02-11 11:21,김포경찰서
11484,남자,1,75,0.05,2020-02-11 11:53,서울노원경찰서
11485,남자,1,53,0.041,2020-02-11 11:55,영주경찰서
11486,여자,1,21,0.071,2020-02-11 13:58,울산동부경찰서
11487,남자,1,63,0.067,2020-02-11 14:11,청주청원경찰서
11488,남자,1,34,0.044,2020-02-11 14:16,평택경찰서
11489,남자,1,54,0.053,2020-02-11 14:23,인천남동경찰서
11490,남자,1,32,0.215,2020-02-11 14:25,군포경찰서
11491,남자,1,62,0.18,2020-02-11 14:37,금산경찰서
11492,남자,1,27,0.175,2020-02-11 15:45,서울성동경찰서
11493,남자,1,70,0.089,2020-02-11 16:18,홍성경찰서
11494,남자,1,69,0.047,2020-02-11 16:21,보은경찰서
11495,남자,1,60,측정거부,2020-02-11 16:32,성주경찰서
11496,남자,1,84,0.109,2020-02-11 16:53,장성경찰서
11497,남자,1,58,0.089,2020-02-11 17:18,순천경찰서
11498,남자,1,25,0.04,2020-02-11 17:26,부천오정경찰서
11499,남자,1,71,0.07,2020-02-11 17:27,안성경찰서
11500,남자,1,53,0.116,2020-02-11 17:43,울산중부경찰서
11501,남자,1,65,0.074,2020-02-11 17:56,안산상록경찰서
11502,남자,1,56,측정거부,2020-02-11 18:01,대전동부경찰서
11503,남자,1,61,측정거부,2020-02-11 18:23,서울종암경찰서
11504,남자,1,62,0.195,2020-02-11 18:25,인천서부경찰서
11505,남자,1,57,0.065,2020-02-11 18:33,인천계양경찰서
11506,남자,1,60,측정거부,2020-02-11 18:50,화성서부경찰서
11507,남자,1,77,0.11,2020-02-11 18:55,춘천경찰서
11508,남자,1,46,0.213,2020-02-11 19:12,구미경찰서
11509,남자,1,37,0.063,2020-02-11 19:12,일산서부경찰서
11510,남자,1,65,0.126,2020-02-11 19:16,청주청원경찰서
11511,남자,1,55,0.067,2020-02-11 19:30,용인동부경찰서
11512,남자,1,61,0.165,2020-02-11 19:45,부산진경찰서
11513,남자,1,67,0.253,2020-02-11 19:50,제천경찰서
11514,남자,1,54,0.174,2020-02-11 19:57,광명경찰서
11515,여자,2,55,0.222,2020-02-11 20:05,청양경찰서
11516,남자,1,51,0.057,2020-02-11 20:15,양주경찰서
11517,여자,1,39,0.037,2020-02-11 20:18,분당경찰서
11518,남자,1,48,0.037,2020-02-11 20:19,인천삼산경찰서
11519,남자,1,35,0.03,2020-02-11 20:21,분당경찰서
11520,남자,1,47,0.227,2020-02-11 20:23,양평경찰서
11521,남자,1,54,측정거부,2020-02-11 20:33,시흥경찰서
11522,남자,1,49,0.273,2020-02-11 20:46,제천경찰서
11523,남자,1,41,0.288,2020-02-11 20:52,남양주경찰서
11524,남자,1,31,0.195,2020-02-11 20:53,서울수서경찰서
11525,남자,1,66,0.114,2020-02-11 20:54,광주서부경찰서
11526,남자,1,47,0.178,2020-02-11 20:55,진해경찰서
11527,남자,1,62,0.141,2020-02-11 20:58,구미경찰서
